SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Single Family Residential,642 Via Lido Nord,Newport Beach,CA,92663,16995000,4,4.0,Lido Island (LIDO),2919,2880,1981,18,5822,150,Active,,,https://www.redfin.com/CA/Newport-Beach/642-Via-Lido-Nord-92663/home/4573044,CRMLS,OC26093379,N,Y,33.6123661,-117.9144273
MLS Listing,,Mobile/Manufactured Home,142 Liberty,Newport Beach,CA,92660,739000,2,2.0,Bayside Village (BAYV),1300,555230,1961,18,568,,Active,,,https://www.redfin.com/CA/Newport-Beach/142-Liberty-92660/home/5787828,CRMLS,OC26092157,N,Y,33.6179009,-117.8986019
MLS Listing,,Single Family Residential,1700 Port Ashley,Newport Beach,CA,92660,10399000,6,5.5,Harbor View Homes (HVHM),4226,7452,2025,18,2461,125,Active,,,https://www.redfin.com/CA/Newport-Beach/1700-Port-Ashley-Pl-92660/home/4718310,CRMLS,OC26079657,N,Y,33.623203,-117.8597915
MLS Listing,,Single Family Residential,1708 Park Ave,Newport Beach,CA,92662,3625000,3,2.5,Balboa Island - Little Island (BALL),1593,2700,1942,19,2276,,Active,,,https://www.redfin.com/CA/Newport-Beach/1708-Park-Ave-92662/home/3251514,CRMLS,OC26068958,N,Y,33.6058907,-117.8868873
MLS Listing,,Single Family Residential,19 Belmont,Newport Beach,CA,92660,5680000,5,4.5,Harbor Hill (HARH),4767,4902,1987,19,1192,260,Active,,,https://www.redfin.com/CA/Newport-Beach/19-Belmont-92660/home/4724434,CRMLS,TR26091989,N,Y,33.6180591,-117.8515267
MLS Listing,,Single Family Residential,2602 Vista del Oro,Newport Beach,CA,92660,1175000,3,2.5,Bluffs Park Homes (BNPK),1434,2191,1969,19,819,424,Active,,,https://www.redfin.com/CA/Newport-Beach/2602-Vista-del-Oro-92660/home/4643855,CRMLS,NP26086918,N,Y,33.642464,-117.8794228
MLS Listing,,Condo/Co-op,280 Cagney Ln #211,Newport Beach,CA,92663,1090000,1,1.0,Villa Balboa (VBAL),915,38736,1980,19,1191,685,Active,,,https://www.redfin.com/CA/Newport-Beach/280-Cagney-Ln-92663/unit-211/home/5264043,CRMLS,NP26088079,N,Y,33.6234735,-117.9310948
MLS Listing,,Single Family Residential,10 Rue Grand Ducal,Newport Beach,CA,92660,4795000,3,3.5,Big Canyon Deane (BCDN),3853,6325,1973,19,1244,680,Active,,,https://www.redfin.com/CA/Newport-Beach/10-Rue-Grand-Ducal-92660/home/4650270,CRMLS,NP26080275,N,Y,33.6274092,-117.8761569
MLS Listing,,Single Family Residential,1609 Ruth Ln,Newport Beach,CA,92660,4850000,5,3.5,Harbor Highlands II (HH02),2735,8690,1958,19,1773,,Active,,,https://www.redfin.com/CA/Newport-Beach/1609-Ruth-Ln-92660/home/3560670,CRMLS,OC26082024,N,Y,33.6305199,-117.9003661
MLS Listing,,Single Family Residential,1453 Galaxy Dr,Newport Beach,CA,92660,11000000,5,7.5,Dover Shores (DSAM),5755,12879,2026,20,1911,129,Active,,,https://www.redfin.com/CA/Newport-Beach/1453-Galaxy-Dr-92660/home/3562441,CRMLS,OC26092181,N,Y,33.6294122,-117.8923355
MLS Listing,,Single Family Residential,525 El Paseo Dr,Corona Del Mar,CA,92625,9950000,5,3.0,Irvine Terrace (IRVT),3166,35700,1961,20,3143,48,Active,,,https://www.redfin.com/CA/Corona-del-Mar/525-El-Paseo-Dr-92625/home/3252867,CRMLS,NP26088576,N,Y,33.6079042,-117.88341
MLS Listing,,Single Family Residential,409 North Bayfront,Newport Beach,CA,92662,12995000,3,4.0,Balboa Island - Main Island (BALM),2429,2912,2019,20,5350,,Active,,,https://www.redfin.com/CA/Newport-Beach/409-N-Bay-Front-92662/home/3247379,CRMLS,NP26091328,N,Y,33.6081914,-117.8963827
MLS Listing,,Condo/Co-op,423 Poppy,Corona Del Mar,CA,92625,3995000,3,2.5,Corona del Mar North of PCH (CNHW),1693,3541,1989,20,2360,,Active,,,https://www.redfin.com/CA/Corona-Del-Mar/423-Poppy-Ave-92625/home/137194320,CRMLS,NP26089528,N,Y,33.5946838,-117.8662388
MLS Listing,,Condo/Co-op,42 Gardenpath,Irvine,CA,92603,2995000,3,2.5,Arborel (ARBL),1950,54511,2004,20,1536,275,Active,,,https://www.redfin.com/CA/Irvine/42-Gardenpath-92603/home/5943118,CRMLS,NP26087918,N,Y,33.6237555,-117.8240902
MLS Listing,,Single Family Residential,517 30th St,Newport Beach,CA,92663,4395000,2,3.0,Other (OTHR),2511,2766,2004,20,1750,,Active,,,https://www.redfin.com/CA/Newport-Beach/517-30th-St-92663/home/201607888,CRMLS,NP26087959,N,Y,33.6148139,-117.9277362
MLS Listing,,Single Family Residential,1849 Seadrift,Corona Del Mar,CA,92625,6350000,4,3.0,Irvine Terrace (IRVT),3848,11330,2000,20,1650,75,Active,,,https://www.redfin.com/CA/Corona-del-Mar/1849-Seadrift-Dr-92625/home/3253122,CRMLS,OC26090405,N,Y,33.6065972,-117.8796882
MLS Listing,,Single Family Residential,11 Seafaring,Corona Del Mar,CA,92625,3195000,3,2.0,Jasmine Creek (JASC),2241,6500,1978,21,1426,1260,Active,,,https://www.redfin.com/CA/Corona-del-Mar/11-Seafaring-Dr-92625/home/4720681,CRMLS,NP26082609,N,Y,33.6064795,-117.866169
MLS Listing,,Single Family Residential,1303 E Balboa Blvd,Newport Beach,CA,92661,7000000,3,2.5,Balboa Peninsula (Residential) (BALP),2562,2400,1972,21,2732,,Active,,,https://www.redfin.com/CA/Newport-Beach/1303-E-Balboa-Blvd-92661/home/3239921,CRMLS,NP26090806,N,Y,33.599289,-117.8930956
MLS Listing,,Single Family Residential,1399 Galaxy Dr,Newport Beach,CA,92660,12995000,5,6.0,West Bay - Santa Ana Heights,5954,9624,2025,21,2183,204,Active,,,https://www.redfin.com/CA/Newport-Beach/1399-Galaxy-Dr-92660/home/3562455,TheMLS,26807007,N,Y,33.6276473,-117.8914369
MLS Listing,,Single Family Residential,2437 Windward,Newport Beach,CA,92660,4795000,4,3.0,N7 - West Bay - Santa Ana Heights,3000,9454,1967,21,1598,,Active,,,https://www.redfin.com/CA/Newport-Beach/2437-Windward-Ln-92660/home/4594538,CRMLS,OC26077507,N,Y,33.643139,-117.8988907
MLS Listing,,Single Family Residential,6 Pinehurst Ln,Newport Beach,CA,92660,15850000,5,5.5,Big Canyon Custom (BCCS),7287,13287,2003,22,2175,712,Active,May-21-2026 11:00 AM,May-21-2026 04:00 PM,https://www.redfin.com/CA/Newport-Beach/6-Pinehurst-Ln-92660/home/4649717,CRMLS,OC26090226,N,Y,33.6245063,-117.8654567
MLS Listing,,Townhouse,451 Bolero,Newport Beach,CA,92663,1325000,3,2.5,Park Lido (PKLI),1440,1433,1962,23,920,430,Active,,,https://www.redfin.com/CA/Newport-Beach/451-Bolero-Way-92663/home/4592012,CRMLS,TR26083960,N,Y,33.6288186,-117.9302261
MLS Listing,,Single Family Residential,14 Pavona,Newport Coast,CA,92657,3998000,4,2.5,Campobello (CAMP),2762,5865,1998,24,1448,559,Active,,,https://www.redfin.com/CA/Newport-Coast/14-Pavona-92657/home/5892562,CRMLS,OC26089632,N,Y,33.6071317,-117.8169393
MLS Listing,,Single Family Residential,28 Surfspray Blf,Newport Coast,CA,92657,12499000,4,4.5,Nautilus (CCNA),3767,5568,2005,24,3318,945,Active,,,https://www.redfin.com/CA/Newport-Coast/28-Surfspray-Blf-92657/home/5930547,CRMLS,OC26057418,N,Y,33.5722417,-117.8315536
MLS Listing,,Single Family Residential,2521 Point Del Mar,Corona Del Mar,CA,92625,3745000,4,3.5,Corona del Mar North of PCH (CNHW),2392,4000,1987,25,1566,255,Active,,,https://www.redfin.com/CA/Corona-del-Mar/2521-Point-del-Mar-92625/home/4724541,CRMLS,NP26085086,N,Y,33.6046564,-117.8729574
MLS Listing,,Single Family Residential,505 Dahlia Ave,Corona Del Mar,CA,92625,4795000,3,3.0,Corona del Mar South of PCH (CDMS),2200,3300,1985,25,2180,,Active,,,https://www.redfin.com/CA/Corona-del-Mar/505-Dahlia-Ave-92625/home/4727114,CRMLS,NP26085046,N,Y,33.6014181,-117.875208
MLS Listing,,Single Family Residential,12 Harbor Is,Newport Beach,CA,92660,24950000,3,3.5,Harbor Island (HARI),4684,5600,2006,25,5327,1554,Active,,,https://www.redfin.com/CA/Newport-Beach/12-Harbor-Is-92660/home/161471822,CRMLS,NP26087248,N,Y,33.610286,-117.895725
MLS Listing,,Single Family Residential,1839 Santiago,Newport Beach,CA,92660,3795000,4,3.0,Baycrest North (BCNO),2550,9047,1964,25,1488,,Active,,,https://www.redfin.com/CA/Newport-Beach/1839-Santiago-Dr-92660/home/3564044,CRMLS,NP26085066,N,Y,33.637934,-117.8923021
MLS Listing,,Condo/Co-op,3920 E Coast Hwy,Corona Del Mar,CA,92625,2890000,3,2.5,Other (OTHR),2050,30712,2022,25,1410,840,Active,,,https://www.redfin.com/CA/Corona-del-Mar/3920-E-Coast-Hwy-92625/home/182263807,CRMLS,NP26086431,N,Y,33.5934359,-117.865653
MLS Listing,,Multi-Family (2-4 Unit),118 Emerald,Newport Beach,CA,92662,3799000,5,3.0,Balboa Island - Main Island (BALM),1893,2614,1940,25,2007,,Active,,,https://www.redfin.com/CA/Newport-Beach/118-Emerald-Ave-92662/home/3247452,CRMLS,PW26082073,N,Y,33.607542,-117.8990737
MLS Listing,,Multi-Family (2-4 Unit),3912 River Ave,Newport Beach,CA,92663,7300000,5,6.0,West Newport Beach (WSNB),3050,2857,1993,25,2393,,Active,,,https://www.redfin.com/CA/Newport-Beach/3912-River-Ave-92663/home/4575382,CRMLS,NP26087802,N,Y,33.6192627,-117.9354528
MLS Listing,,Single Family Residential,1826 Buttonshell,Newport Beach,CA,92660,6200000,5,4.0,Baycrest (BC),2900,9630,1964,25,2138,,Active,,,https://www.redfin.com/CA/Newport-Beach/1826-Buttonshell-Ln-92660/home/3560977,CRMLS,NP26086025,N,Y,33.6389065,-117.8942352
MLS Listing,,Single Family Residential,327 Onyx,Newport Beach,CA,92662,4200000,5,2.0,Balboa Island - Main Island (BALM),2128,3400,1938,26,1974,,Active,,,https://www.redfin.com/CA/Newport-Beach/327-Onyx-Ave-92662/home/3249521,CRMLS,NP26074825,N,Y,33.6081631,-117.8907501
MLS Listing,,Condo/Co-op,240 Nice Ln #114,Newport Beach,CA,92663,879000,1,1.0,Villa Balboa (VBAL),915,,1979,26,961,634,Active,,,https://www.redfin.com/CA/Newport-Beach/240-Nice-Ln-92663/unit-114/home/5263587,CRMLS,NP26082378,N,Y,33.624542,-117.934105
MLS Listing,,Single Family Residential,1943 Port Provence,Newport Beach,CA,92660,7695000,6,4.5,Harbor View Homes (HVHM),4167,7020,1997,26,1847,125,Active,,,https://www.redfin.com/CA/Newport-Beach/1943-Port-Provence-Pl-92660/home/4718425,CRMLS,NP26070171,N,Y,33.6238342,-117.854182
MLS Listing,,Condo/Co-op,614-.5 Orchid Ave,Newport Beach,CA,92625,1895000,2,2.5,Corona del Mar North of PCH (CNHW),1115,3540,2006,26,1700,,Active,,,https://www.redfin.com/CA/Newport-Beach/614-5-Orchid-Ave-92625/home/201826591,CRMLS,OC26086171,N,Y,33.596906,-117.865987
MLS Listing,,Single Family Residential,2516 Ocean Blvd,Corona Del Mar,CA,92625,22500000,5,7.0,699 - Not Defined,5000,3485,2026,26,4500,,Active,,,https://www.redfin.com/CA/Corona-del-Mar/2516-Ocean-Blvd-92625/home/3254211,CRMLS,LG26086095,N,Y,33.5982776,-117.8785275
MLS Listing,,Single Family Residential,10 Cape Andover,Newport Beach,CA,92660,5495000,5,3.5,Castaways (CAST),4060,6902,1998,26,1353,520,Active,,,https://www.redfin.com/CA/Newport-Beach/10-Cape-Andover-92660/home/3564293,CRMLS,NP26085553,N,Y,33.6214661,-117.904528
MLS Listing,,Single Family Residential,2528 University Dr,Newport Beach,CA,92660,1295000,2,2.0,Vista Bahia (BBVB),1503,1612,1963,26,862,717,Active,,,https://www.redfin.com/CA/Newport-Beach/2528-University-Dr-92660/home/4637774,CRMLS,NP26087103,N,Y,33.655898,-117.886665
MLS Listing,,Condo/Co-op,428 Fernleaf Ave Unit 1/2,Corona Del Mar,CA,92625,3100000,2,2.5,Corona del Mar South of PCH (CDMS),1275,3540,2020,26,2431,,Active,,,https://www.redfin.com/CA/Corona-Del-Mar/428-Fernleaf-Ave-92625/unit-1-2/home/201536014,CRMLS,NP26087220,N,Y,33.5999327,-117.874747
MLS Listing,,Single Family Residential,608 Saint James Pl,Newport Beach,CA,92663,4995000,5,3.5,Cliffhaven (CLIF),3506,9100,1953,26,1425,,Active,,,https://www.redfin.com/CA/Newport-Beach/608-Saint-James-Pl-92663/home/3247286,CRMLS,NP26081966,N,Y,33.6195068,-117.9087928
MLS Listing,,Condo/Co-op,7 Cherbourg,Newport Beach,CA,92660,3950000,4,3.5,Harbor Ridge Estates (HRES),3772,,1979,26,1047,1305,Active,,,https://www.redfin.com/CA/Newport-Beach/7-Cherbourg-92660/home/5528199,CRMLS,NP26052429,N,Y,33.6215939,-117.8470637
MLS Listing,,Single Family Residential,2901 Quedada,Newport Beach,CA,92660,2140000,3,2.5,NV - East Bluff - Harbor View,1828,2772,1973,26,1171,375,Active,,,https://www.redfin.com/CA/Newport-Beach/2901-Quedada-92660/home/4644692,CRMLS,NP26061699,N,Y,33.644437,-117.872804
MLS Listing,,Multi-Family (2-4 Unit),1011 N Bay Front,Newport Beach,CA,92662,9499000,5,5.5,Balboa Island - Main Island (BALM),2909,2614,1972,26,3265,,Active,,,https://www.redfin.com/CA/Newport-Beach/1011-N-Bay-Front-92662/home/3249369,CRMLS,PW26082039,N,Y,33.6084839,-117.8921043
MLS Listing,,Single Family Residential,3 Atlantis Cv,Newport Coast,CA,92657,11995000,4,4.5,Seabourn (CCSB),3700,6114,2001,26,3242,945,Active,,,https://www.redfin.com/CA/Newport-Coast/3-Atlantis-Cv-92657/home/5811469,CRMLS,OC26068271,N,Y,33.5756774,-117.8373471
MLS Listing,,Condo/Co-op,1 Sea Cove Ln,Newport Beach,CA,92660,2295000,2,2.0,Sea Island - Lusk (SILK),1921,71882,1981,26,1195,1200,Active,May-23-2026 12:00 PM,May-23-2026 03:00 PM,https://www.redfin.com/CA/Newport-Beach/1-Sea-Cove-Ln-92660/home/180873710,CRMLS,OC26061035,N,Y,33.6151001,-117.8881377
MLS Listing,,Single Family Residential,41 Mainsail,Corona Del Mar,CA,92625,3149990,3,2.0,Jasmine Creek (JASC),2296,6200,1974,27,1372,1260,Active,May-23-2026 01:00 PM,May-23-2026 04:00 PM,https://www.redfin.com/CA/Corona-del-Mar/41-Mainsail-Dr-92625/home/4723284,CRMLS,OC26084372,N,Y,33.6075994,-117.8616516
MLS Listing,,Townhouse,2450 Vista Hogar,Newport Beach,CA,92660,1290000,3,1.5,Bluffs Plaza Area (BOPL),1260,1290,1965,27,1024,435,Active,,,https://www.redfin.com/CA/Newport-Beach/2450-Vista-Hogar-92660/home/4642027,CRMLS,IG26086623,N,Y,33.6391771,-117.8767306
MLS Listing,,Single Family Residential,109 Turquoise,Newport Beach,CA,92662,9995000,3,3.5,Balboa Island - Main Island (BALM),2555,2642,2024,27,3912,,Active,,,https://www.redfin.com/CA/Newport-Beach/109-Turquoise-Ave-92662/home/3247621,CRMLS,NP26084952,N,Y,33.6048071,-117.8966487
MLS Listing,,Single Family Residential,701 Kings Rd,Newport Beach,CA,92663,7995000,3,2.5,Kings Road (KGRD),4264,10220,1956,27,1875,,Active,,,https://www.redfin.com/CA/Newport-Beach/701-Kings-Rd-92663/home/3246420,CRMLS,NP26081973,N,Y,33.6168221,-117.9111827
MLS Listing,,Single Family Residential,96 Old Crse,Newport Beach,CA,92660,5350000,3,4.5,Summer House (OFSH),3923,7349,1999,27,1364,835,Active,,,https://www.redfin.com/CA/Newport-Beach/96-Old-Course-Dr-92660/home/4653576,CRMLS,NP26070797,N,Y,33.633668,-117.8701189
MLS Listing,,Mobile/Manufactured Home,264 Mayflower,Newport Beach,CA,92660,489000,2,2.0,Bayside Village,960,447156,1965,28,509,,Active,,,https://www.redfin.com/CA/Newport-Beach/264-Mayflower-Dr-92660/home/5866988,CRMLS,OC26085191,N,Y,33.6165526,-117.8979304
MLS Listing,,Single Family Residential,25 Lyon,Newport Coast,CA,92657,3695000,3,2.5,St. Laurent (NRSL),2530,5218,1995,28,1460,510,Active,,,https://www.redfin.com/CA/Newport-Coast/25-Lyon-92657/home/4736984,CRMLS,NP26081951,N,Y,33.6069566,-117.8297259
MLS Listing,,Single Family Residential,1123 E Balboa,Newport Beach,CA,92661,10995000,4,6.5,Balboa Peninsula (Residential) (BALP),2851,2614,2026,31,3857,,Pre On-Market,,,https://www.redfin.com/CA/Newport-Beach/1123-E-Balboa-Blvd-92661/home/3239871,CRMLS,OC26083583,N,Y,33.6000041,-117.8952375
MLS Listing,,Single Family Residential,419 29th St,Newport Beach,CA,92663,5600000,3,4.0,Other (OTHR),3341,5663,2019,31,1676,,Active,,,https://www.redfin.com/CA/Newport-Beach/419-29th-St-92663/home/166579369,CRMLS,NP26076993,N,Y,33.6141777,-117.9291107
MLS Listing,,Condo/Co-op,280 Cagney Ln #207,Newport Beach,CA,92663,1385000,2,1.5,Villa Balboa (VBAL),1136,38736,1980,31,1219,833,Active,,,https://www.redfin.com/CA/Newport-Beach/280-Cagney-Ln-92663/unit-207/home/5264027,CRMLS,PF26071806,N,Y,33.6234735,-117.9310948
MLS Listing,,Single Family Residential,2325 E 16th,Newport Beach,CA,92663,6495000,4,4.5,N6 - Newport Heights,3450,8108,2021,31,1883,,Active,,,https://www.redfin.com/CA/Newport-Beach/2325-E-16th-St-92663/home/4589927,CRMLS,OC26062410,N,Y,33.6264,-117.9130458
MLS Listing,,Condo/Co-op,519 35th #1,Newport Beach,CA,92663,2149000,3,2.0,West Newport Beach (WSNB),1050,2786,1981,32,2047,250,Active,,,https://www.redfin.com/CA/Newport-Beach/519-35th-St-92663/unit-1/home/5731390,CRMLS,NP26082591,N,Y,33.6186057,-117.931112
MLS Listing,,Condo/Co-op,358 Villa Pt,Newport Beach,CA,92660,849000,1,1.0,Villa Point (VILP),792,379508,1990,32,1072,660,Active,,,https://www.redfin.com/CA/Newport-Beach/358-Villa-Point-Dr-92660/home/5723266,CRMLS,NP26079709,N,Y,33.61266,-117.88604
MLS Listing,,Single Family Residential,412 Heliotrope,Corona Del Mar,CA,92625,8495000,4,5.0,Corona del Mar South of PCH (CDMS),3120,3541,2024,32,2723,,Active,,,https://www.redfin.com/CA/Corona-del-Mar/412-Heliotrope-Ave-92625/home/4732075,CRMLS,LG26079147,N,Y,33.5983546,-117.8736507
MLS Listing,,Condo/Co-op,521-1/2 Iris Ave,Corona Del Mar,CA,92625,2295000,2,2.5,Corona del Mar North of PCH (CNHW),1087,4195,2024,33,2111,,Active,,,https://www.redfin.com/CA/Corona-del-Mar/521-Iris-Ave-92625/home/4732132,CRMLS,OC26072003,N,Y,33.599447,-117.8718589
MLS Listing,,Single Family Residential,1961 Port Cardigan Pl,Newport Beach,CA,92660,9675000,3,6.5,Harbor View Homes (HVHM),3311,8362,1970,33,2922,135,Active,,,https://www.redfin.com/CA/Newport-Beach/1961-Port-Cardigan-Pl-92660/home/4718837,CRMLS,NP26078106,N,Y,33.6210285,-117.8542013
MLS Listing,,Single Family Residential,2027 Santiago,Newport Beach,CA,92660,6249000,5,5.0,Baycrest North (BCNO),4029,8800,2018,33,1551,,Active,,,https://www.redfin.com/CA/Newport-Beach/2027-Santiago-Dr-92660/home/3562107,CRMLS,OC26080359,N,Y,33.6408431,-117.8929797
MLS Listing,,Single Family Residential,8 Star Catcher,Newport Coast,CA,92657,9995000,5,5.5,Costa Azul (PRCA),5010,8236,2006,33,1995,560,Active,,,https://www.redfin.com/CA/Newport-Coast/8-Star-Catcher-92657/home/5927667,CRMLS,OC26018599,N,Y,33.594814,-117.8102917
MLS Listing,,Single Family Residential,39 Ebb Tide Cir,Newport Beach,CA,92663,1895000,3,3.5,West Newport Industrial (WNIN),2229,204482,2017,33,850,176,Active,,,https://www.redfin.com/CA/Newport-Beach/39-Ebb-Tide-Cir-92663/home/173442062,CRMLS,OC26067109,N,Y,33.631135,-117.930685
