SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Multi-Family (2-4 Unit),1703 E Cliff Dr,Santa Cruz,CA,95062,6999000,8,5.0,SANTA CRUZ,4754,7057,1935,11,1472,,Active,,,https://www.redfin.com/CA/Santa-Cruz/1703-E-Cliff-Dr-95062/home/2184794,MLSListings,ML82046156,N,Y,36.9641156,-122.0067142
MLS Listing,,Townhouse,1153 30th Ave,Santa Cruz,CA,95062,839000,2,1.5,Santa Cruz,1165,566,1985,12,720,500,Active,,,https://www.redfin.com/CA/Santa-Cruz/1153-30th-Ave-95062/home/2263991,MLSListings,ML82046024,N,Y,36.967824,-121.973865
MLS Listing,,Single Family Residential,417 Alta Loma Ln,Santa Cruz,CA,95062,2400000,2,2.0,Santa Cruz,1800,2570,1981,12,1333,,Active,,,https://www.redfin.com/CA/Santa-Cruz/417-Alta-Loma-Ln-95062/home/2244779,MLSListings,ML82046017,N,Y,36.9667583,-122.0004797
MLS Listing,,Condo/Co-op,108 High Rd,Santa Cruz,CA,95060,1499000,1,1.0,SANTA CRUZ,2016,1912,2014,13,744,544,Active,,,https://www.redfin.com/CA/Santa-Cruz/108-High-Rd-95060/home/112052906,MLSListings,ML82045899,N,Y,36.9559657,-122.0499596
MLS Listing,,Single Family Residential,300 Columbia St,Santa Cruz,CA,95060,3150000,5,4.0,SANTA CRUZ,3520,9017,1979,13,895,,Active,,,https://www.redfin.com/CA/Santa-Cruz/300-Columbia-St-95060/home/2150897,MLSListings,ML82045786,N,Y,36.9541676,-122.0335304
MLS Listing,,Single Family Residential,1690 Harper St,Santa Cruz,CA,95062,1395000,2,2.0,SANTA CRUZ,1571,10716,1958,13,888,,Active,,,https://www.redfin.com/CA/Santa-Cruz/1690-Harper-St-95062/home/2240372,MLSListings,ML82045856,N,Y,36.9737848,-121.9844786
MLS Listing,,Single Family Residential,114 Seaborg Pl,Santa Cruz,CA,95060,1875000,5,3.0,Santa Cruz,2350,6229,1969,13,798,,Active,,,https://www.redfin.com/CA/Santa-Cruz/114-Seaborg-Pl-95060/home/2134091,MLSListings,ML82043310,N,Y,36.9719352,-122.0526492
MLS Listing,,Mobile/Manufactured Home,170 West Cliff Dr #41,Santa Cruz,CA,95060,125000,0,1.0,SANTA CRUZ,288,,2001,13,434,,Active,,,https://www.redfin.com/CA/Santa-Cruz/170-W-Cliff-Dr-95060/unit-41/home/40157063,MLSListings,ML82045838,N,Y,36.9619558,-122.027473
MLS Listing,,Single Family Residential,302 Carbonera Dr,Santa Cruz,CA,95060,2099000,4,4.0,SANTA CRUZ,2457,14026,1976,14,854,,Active,,,https://www.redfin.com/CA/Santa-Cruz/302-Carbonera-Dr-95060/home/2168939,MLSListings,ML82044512,N,Y,36.9989535,-122.0138138
MLS Listing,,Vacant Land,0 Market St,Santa Cruz,CA,95060,449000,,,SANTA CRUZ,,5555,,17,,,Active,,,https://www.redfin.com/CA/Santa-Cruz/Market-St-Unknown/home/23470492,MLSListings,ML82045609,N,Y,36.9936,-122.0475
MLS Listing,,Multi-Family (5+ Unit),247 High St,Santa Cruz,CA,95060,1895000,17,12.0,SANTA CRUZ,5858,6938,2026,17,323,,Active,,,https://www.redfin.com/CA/Santa-Cruz/247-High-St-95060/home/2161288,MLSListings,ML82043922,N,Y,36.9778883,-122.0325163
MLS Listing,,Single Family Residential,335 13th Ave,Santa Cruz,CA,95062,3300000,4,2.5,SANTA CRUZ,2364,4922,1987,17,1396,,Active,,,https://www.redfin.com/CA/Santa-Cruz/335-13th-Ave-95062/home/2249261,MLSListings,ML82045491,N,Y,36.9633191,-121.9935316
MLS Listing,,Vacant Land,4576 Paul Sweet Rd,Santa Cruz,CA,95065,888000,,,SANTA CRUZ,,521413,,17,,,Active,,,https://www.redfin.com/CA/Santa-Cruz/4576-Paul-Sweet-Rd-95065/home/17311943,MLSListings,ML82045481,N,Y,37.0181601,-121.9838971
MLS Listing,,Single Family Residential,103 Green St,Santa Cruz,CA,95060,2700000,6,6.0,SANTA CRUZ,2997,20865,1948,17,901,,Active,May-23-2026 01:00 PM,May-23-2026 04:00 PM,https://www.redfin.com/CA/Santa-Cruz/103-Green-St-95060/home/2163710,MLSListings,ML82041879,N,Y,36.9759422,-122.0308135
MLS Listing,,Single Family Residential,280 Jarvis Rd,Santa Cruz,CA,95065,1600000,3,2.5,Soquel,2006,441263,,18,798,,Active,,,https://www.redfin.com/CA/Santa-Cruz/280-Jarvis-Rd-95065/home/2408811,MetroList,226050279,N,Y,37.0602011,-121.9800973
MLS Listing,,Single Family Residential,260 Humbug Ln,Santa Cruz,CA,95060,2540000,3,2.5,SANTA CRUZ,3422,264191,1981,19,742,,Active,,,https://www.redfin.com/CA/Santa-Cruz/260-Humbug-Ln-95060/home/2359905,MLSListings,ML82045169,N,Y,37.029717,-122.015547
MLS Listing,,Mobile/Manufactured Home,2435 Felt St #39,Santa Cruz,CA,95062,439000,2,2.0,SANTA CRUZ,1536,,1976,19,286,300,Active,,,https://www.redfin.com/CA/Santa-Cruz/2435-Felt-St-95062/unit-39/home/201635029,MLSListings,ML82044817,N,Y,36.9667434,-121.9775258
MLS Listing,,Single Family Residential,100 Mentel Ave,Santa Cruz,CA,95062,3188000,4,3.5,SANTA CRUZ,3374,10324,1965,19,945,,Active,,,https://www.redfin.com/CA/Santa-Cruz/100-Mentel-Ave-95062/home/2186680,MLSListings,ML82044708,N,Y,36.979488,-121.9986234
MLS Listing,,Condo/Co-op,141 Southampton Ln Unit A,Santa Cruz,CA,95062,945000,2,2.0,SANTA CRUZ,924,,1984,20,1023,642,Active,,,https://www.redfin.com/CA/Santa-Cruz/141-Southampton-Ln-95062/unit-A/home/2189904,MLSListings,ML82044954,N,Y,36.9714894,-122.0031842
MLS Listing,,Single Family Residential,1515 Brommer St,Santa Cruz,CA,95062,999000,4,2.0,SANTA CRUZ,1434,7536,1953,20,697,,Active,,,https://www.redfin.com/CA/Santa-Cruz/1515-Brommer-St-95062/home/2241253,MLSListings,ML82044554,N,Y,36.9715679,-121.9859503
MLS Listing,,Mobile/Manufactured Home,2435 Felt St #74,Santa Cruz,CA,95062,565000,2,2.0,SANTA CRUZ,1536,,1975,21,368,297,Active,,,https://www.redfin.com/CA/Santa-Cruz/2435-Felt-St-95062/unit-74/home/28579261,MLSListings,ML82044297,N,Y,36.9670254,-121.9788358
MLS Listing,,Mobile/Manufactured Home,2546 Capitola Rd #32,Santa Cruz,CA,95062,199000,1,1.0,SANTA CRUZ,400,,2008,21,498,,Active,,,https://www.redfin.com/CA/Santa-Cruz/2546-Capitola-Rd-95062/unit-32/home/201589186,MLSListings,ML82044767,N,Y,36.974417,-121.9761041
MLS Listing,,Single Family Residential,175 Westdale Dr,Santa Cruz,CA,95060,1350000,4,3.0,SANTA CRUZ,1875,45651,1985,21,720,,Active,,,https://www.redfin.com/CA/Santa-Cruz/175-Westdale-Dr-95060/home/2380610,MLSListings,ML82042723,N,Y,37.0632017,-122.1429391
MLS Listing,,Single Family Residential,488 Knight Templar,Santa Cruz,CA,95060,345000,2,2.0,SANTA CRUZ,1100,2570,1933,21,314,,Active,,,https://www.redfin.com/CA/Santa-Cruz/488-Knight-Templar-Way-95060/home/2347262,MLSListings,ML82044703,N,Y,37.0109723,-122.0454798
MLS Listing,,Condo/Co-op,202 Panetta Ave #11,Santa Cruz,CA,95060,1385000,1,2.5,SANTA CRUZ,1352,,2021,22,1024,429,Active,,,https://www.redfin.com/CA/Santa-Cruz/Panetta-Ave-95060/home/201574762,MLSListings,ML82044670,N,Y,36.9564593,-122.0505365
MLS Listing,,Mobile/Manufactured Home,890 38th Ave #19,Santa Cruz,CA,95062,298000,1,1.0,SANTA CRUZ,490,,1959,23,608,,Active,,,https://www.redfin.com/CA/Santa-Cruz/890-38th-Ave-95062/unit-19/home/28459987,MLSListings,ML82044158,N,Y,36.9646642,-121.9663962
MLS Listing,,Single Family Residential,155 Rabbits Run Rd,Santa Cruz,CA,95060,1550000,4,3.0,SANTA CRUZ,3004,86248,1978,25,516,,Active,,,https://www.redfin.com/CA/Santa-Cruz/155-Rabbits-Run-Rd-95060/home/2434785,MLSListings,ML82040071,N,Y,37.019637,-122.018952
MLS Listing,,Single Family Residential,350 Highland Ave,Santa Cruz,CA,95060,2845000,4,2.5,SANTA CRUZ,2886,20386,1973,25,986,,Active,,,https://www.redfin.com/CA/Santa-Cruz/350-Highland-Ave-95060/home/2126824,MLSListings,ML82039785,N,Y,36.9793658,-122.0331912
MLS Listing,,Single Family Residential,512 2nd St,Santa Cruz,CA,95060,2700000,6,4.5,SANTA CRUZ,2957,4879,1900,25,913,,Active,,,https://www.redfin.com/CA/Santa-Cruz/512-2nd-St-95060/home/2157508,MLSListings,ML82043748,N,Y,36.9650391,-122.0234302
MLS Listing,,Condo/Co-op,515 Second St Unit A1,Santa Cruz,CA,95060,1749000,2,2.0,Beach South of Laurel,1923,,1979,26,910,,Pre On-Market,,,https://www.redfin.com/CA/Santa-Cruz/515-Second-St-95060/unit-1A/home/193395707,Compass,2045335121660927145,N,Y,36.9644535,-122.0233269
MLS Listing,,Condo/Co-op,3205 Stockbridge Ln,Santa Cruz,CA,95065,819000,2,2.5,SANTA CRUZ,1459,1002,1984,27,561,625,Active,,,https://www.redfin.com/CA/Santa-Cruz/3205-Stockbridge-Ln-95065/home/2236765,MLSListings,ML82043481,N,Y,36.989862,-121.9718279
MLS Listing,,Townhouse,101 Jewell St #8,Santa Cruz,CA,95060,1050000,2,2.5,Santa Cruz,1572,919,2018,27,668,430,Active,,,https://www.redfin.com/CA/Santa-Cruz/101-Jewell-St-95060/unit-8/home/144125803,MLSListings,ML82043916,N,Y,36.9882719,-122.0259901
MLS Listing,,Condo/Co-op,2030 N Pacific Ave #338,Santa Cruz,CA,95060,675000,1,1.0,SANTA CRUZ,900,,2008,28,750,658,Active,,,https://www.redfin.com/CA/Santa-Cruz/2030-N-Pacific-Ave-95060/unit-338/home/17310441,MLSListings,ML82043565,N,Y,36.9785186,-122.0268513
MLS Listing,,Single Family Residential,4360 Opal Cliff Dr,Santa Cruz,CA,95062,7250000,3,2.0,SANTA CRUZ,2427,11631,1952,31,2987,,Active,,,https://www.redfin.com/CA/Santa-Cruz/4360-Opal-Cliff-Dr-95062/home/2268984,MLSListings,ML82042792,N,Y,36.9635965,-121.9620606
MLS Listing,,Single Family Residential,460 Rodriguez St,Santa Cruz,CA,95062,1325000,2,1.0,SANTA CRUZ,1059,7971,1984,31,1251,,Active,,,https://www.redfin.com/CA/Santa-Cruz/460-Rodriguez-St-95062/home/2238236,MLSListings,ML82039693,N,Y,36.9813608,-121.9919142
MLS Listing,,Other,1600 Brommer St,Santa Cruz,CA,95062,1988000,,,SANTA CRUZ,,39000,,32,,,Active,,,https://www.redfin.com/CA/Santa-Cruz/1600-Brommer-St-95062/home/201410233,MLSListings,ML82043314,N,Y,36.970888,-121.98558
MLS Listing,,Townhouse,331 Walnut Ave,Santa Cruz,CA,95060,1099000,2,1.5,SANTA CRUZ,1278,,1978,32,860,150,Active,,,https://www.redfin.com/CA/Santa-Cruz/331-Walnut-Ave-95060/home/2164138,MLSListings,ML82043050,N,Y,36.9721892,-122.0318722
MLS Listing,,Single Family Residential,121 Anchorage Ave,Santa Cruz,CA,95062,1695000,2,1.5,SANTA CRUZ,1130,2570,2004,33,1500,,Active,,,https://www.redfin.com/CA/Santa-Cruz/121-Anchorage-Ave-95062/home/2266939,MLSListings,ML82042937,N,Y,36.9562253,-121.9742507
MLS Listing,,Single Family Residential,120 Maple St,Santa Cruz,CA,95060,1259000,4,1.0,SANTA CRUZ,1312,3615,1885,33,960,,Active,,,https://www.redfin.com/CA/Santa-Cruz/120-Maple-St-95060/home/2154835,MLSListings,ML82043001,N,Y,36.970271,-122.0260074
MLS Listing,,Other,817 California St,Santa Cruz,CA,95060,3975000,16,8.0,SANTA CRUZ,4828,12023,1973,34,823,,Active,,,https://www.redfin.com/CA/Santa-Cruz/817-California-St-95060/home/2164406,MLSListings,ML82042938,N,Y,36.9714453,-122.0349498
MLS Listing,,Other,631 Riverside Ave,Santa Cruz,CA,95060,1349000,4,2.5,Santa Cruz,2387,7841,1948,34,565,,Active,,,https://www.redfin.com/CA/Santa-Cruz/631-Riverside-Ave-95060/home/2156950,MLSListings,ML82042932,N,Y,36.9699764,-122.0209539
MLS Listing,,Single Family Residential,3430 Loma Alta Ln,Santa Cruz,CA,95065,3479900,2,2.5,Santa Cruz,1966,129286,1975,35,1770,,Active,,,https://www.redfin.com/CA/Santa-Cruz/3430-Loma-Alta-Ln-95065/home/2410439,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41130713,N,Y,37.0133311,-121.9886031
MLS Listing,,Single Family Residential,335 Bridlewood Ct,Santa Cruz,CA,95060,2595000,5,5.5,SANTA CRUZ,4350,23086,2005,39,597,300,Active,,,https://www.redfin.com/CA/Santa-Cruz/335-Bridlewood-Ct-95060/home/2434564,MLSListings,ML82041515,N,Y,37.0067589,-122.034456
MLS Listing,,Single Family Residential,17 Kite Hill Rd,Santa Cruz,CA,95060,2950000,4,3.5,Santa Cruz,4470,19297,1990,41,660,398,Active,,,https://www.redfin.com/CA/Santa-Cruz/17-Kite-Hill-Rd-95060/home/2359267,MLSListings,ML82041929,N,Y,37.0112701,-122.028311
MLS Listing,,Single Family Residential,5455 Branciforte Dr,Santa Cruz,CA,95065,1099000,4,2.0,SANTA CRUZ,1686,28793,1950,41,652,,Active,,,https://www.redfin.com/CA/Santa-Cruz/5455-Branciforte-Dr-95065/home/2409090,MLSListings,ML82040120,N,Y,37.0516436,-121.9785663
MLS Listing,,Single Family Residential,2974 E Cliff Dr,Santa Cruz,CA,95062,5795000,3,3.0,Santa Cruz,2816,3541,2018,42,2058,,Active,,,https://www.redfin.com/CA/Santa-Cruz/2974-E-Cliff-Dr-95062/home/61714233,MLSListings,ML82041622,N,Y,36.9622644,-121.9955465
MLS Listing,,Mobile/Manufactured Home,3710 Gross Rd #31,Santa Cruz,CA,95062,450000,2,2.0,SANTA CRUZ,1200,,1969,42,375,,Active,,,https://www.redfin.com/CA/Santa-Cruz/3710-Gross-Rd-95062/unit-31/home/21854541,MLSListings,ML82041402,N,Y,36.9806712,-121.9670183
MLS Listing,,Single Family Residential,309 Village Cir,Santa Cruz,CA,95060,1399000,3,2.5,SANTA CRUZ,1902,3223,1996,46,736,343,Active,,,https://www.redfin.com/CA/Santa-Cruz/309-Village-Cir-95060/home/2158662,MLSListings,ML82041429,N,Y,36.9767444,-122.0483609
MLS Listing,,Single Family Residential,1345 Pine Flat Rd,Santa Cruz,CA,95060,2400000,3,4.5,SANTA CRUZ,2318,159909,1900,46,1035,,Active,,,https://www.redfin.com/CA/Santa-Cruz/Undisclosed-address-95060/home/2381224,MLSListings,ML82041404,N,Y,37.0598852,-122.150887
MLS Listing,,Single Family Residential,2889 Branciforte Dr,Santa Cruz,CA,95065,1692500,4,2.5,SANTA CRUZ,2587,138085,2006,47,654,,Active,,,https://www.redfin.com/CA/Santa-Cruz/2889-Branciforte-Dr-95065/home/12308705,MLSListings,ML82041104,N,Y,37.0204915,-121.9898266
MLS Listing,,Townhouse,2927 Leotar Cir,Santa Cruz,CA,95062,977000,3,2.5,699 - Not Defined,1448,1568,1983,47,675,724,Active,,,https://www.redfin.com/CA/Santa-Cruz/2927-Leotar-Cir-95062/home/2264065,CRMLS,NDP2603077,N,Y,36.9751299,-121.9740041
MLS Listing,,Single Family Residential,116 Mott Ave,Santa Cruz,CA,95062,2989000,2,2.5,SANTA CRUZ,1610,1785,1993,48,1857,,Active,,,https://www.redfin.com/CA/Santa-Cruz/116-Mott-Ave-95062/home/2184689,MLSListings,ML82041007,N,Y,36.965153,-122.0087277
MLS Listing,,Single Family Residential,620 Sumner,Santa Cruz,CA,95062,1849000,4,3.0,Santa Cruz,2079,7492,1934,48,889,,Active,,,https://www.redfin.com/CA/Santa-Cruz/620-Sumner-St-95062/home/2188065,MLSListings,ML82040932,N,Y,36.9739349,-122.0065972
MLS Listing,,Single Family Residential,41 S Circle Dr,Santa Cruz,CA,95060,2998000,4,3.5,SANTA CRUZ,2775,17816,2008,49,1080,211,Active,,,https://www.redfin.com/CA/Santa-Cruz/41-S-Circle-Dr-95060/home/2346696,MLSListings,ML82040854,N,Y,36.9928182,-122.0210362
MLS Listing,,Condo/Co-op,328 Main St #13,Santa Cruz,CA,95060,949000,2,1.0,SANTA CRUZ,1200,18774,1958,52,791,897,Active,,,https://www.redfin.com/CA/Santa-Cruz/328-Main-St-95060/unit-13/home/2429715,MLSListings,ML82040189,N,Y,36.9659782,-122.022937
MLS Listing,,Single Family Residential,130 Otis St,Santa Cruz,CA,95060,1550000,3,2.5,SANTA CRUZ,1817,5314,1988,52,853,,Active,,,https://www.redfin.com/CA/Santa-Cruz/130-Otis-St-95060/home/2164398,MLSListings,ML82040132,N,Y,36.9712337,-122.0355874
MLS Listing,,Single Family Residential,1100 Graham Hill Rd,Santa Cruz,CA,95060,2650000,3,2.5,SANTA CRUZ,1951,18077,1971,53,1358,,Active,,,https://www.redfin.com/CA/Santa-Cruz/1100-Graham-Hill-Rd-95060/home/2345672,MLSListings,ML82040451,N,Y,37.0082803,-122.0337737
MLS Listing,,Single Family Residential,46 Beulah Dr,Santa Cruz,CA,95060,899000,2,1.0,SANTA CRUZ,920,3006,1939,53,977,,Active,,,https://www.redfin.com/CA/Santa-Cruz/46-Beulah-Dr-95060/home/2358372,MLSListings,ML82040371,N,Y,37.0107942,-122.0218776
MLS Listing,,Single Family Residential,233 Van Ness Ave,Santa Cruz,CA,95060,1880000,4,3.0,SANTA CRUZ,2309,12415,1900,54,814,,Active,,,https://www.redfin.com/CA/Santa-Cruz/233-Van-Ness-Ave-95060/home/2161684,MLSListings,ML82034069,N,Y,36.9689202,-122.0394463
MLS Listing,,Single Family Residential,126 Frederick St,Santa Cruz,CA,95062,2400000,3,2.0,Santa Cruz,2500,5053,1991,54,960,1031,Active,,,https://www.redfin.com/CA/Santa-Cruz/126-Frederick-St-95062/home/200997828,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41128483,N,Y,36.9714489,-122.0011738
MLS Listing,,Multi-Family (5+ Unit),140 Bay St,Santa Cruz,CA,95060,3200000,8,8.0,SANTA CRUZ,5309,6882,1965,54,603,,Active,,,https://www.redfin.com/CA/Santa-Cruz/140-Bay-St-95060/home/40494275,MLSListings,ML82040171,N,Y,36.9615205,-122.027527
MLS Listing,,Single Family Residential,188 Kelly Ln,Santa Cruz,CA,95060,1698000,5,3.0,Santa Cruz,2884,440391,1975,61,589,,Active,,,https://www.redfin.com/CA/Santa-Cruz/188-Kelly-Ln-95060/home/2380107,MLSListings,ML82038766,N,Y,37.0652385,-122.1397391
MLS Listing,,Condo/Co-op,202 Panetta Ave #1,Santa Cruz,CA,95060,1099000,1,2.5,SANTA CRUZ,1624,,2021,61,677,632,Active,,,https://www.redfin.com/CA/Santa-Cruz/202-Panetta-Ave-95060/unit-1/home/176442082,MLSListings,ML82039119,N,Y,36.9569466,-122.0508896
MLS Listing,,Single Family Residential,2565 Benson Ave,Santa Cruz,CA,95065,3795000,6,4.5,Santa Cruz,5043,23522,2024,62,753,360,Active,,,https://www.redfin.com/CA/Santa-Cruz/2565-Benson-Ave-95065/home/144125893,MLSListings,ML82038651,N,Y,36.997098,-121.973864
MLS Listing,,Mobile/Manufactured Home,2395 Delaware Ave #126,Santa Cruz,CA,95060,299000,3,2.0,SANTA CRUZ,1440,,1972,62,208,,Active,,,https://www.redfin.com/CA/Santa-Cruz/2395-Delaware-Ave-95060/unit-126/home/63744229,MLSListings,ML82038422,N,Y,36.951744,-122.061485
MLS Listing,,Single Family Residential,150 McGivern Way,Santa Cruz,CA,95060,1999000,6,3.5,SANTA CRUZ,3780,198329,1961,62,529,,Active,,,https://www.redfin.com/CA/Santa-Cruz/150-McGivern-Way-95060/home/2380386,MLSListings,ML82039071,N,Y,37.054574,-122.1153784
